Index,Name,Level,Type,Center Latitude,Center Longitude,Extent NS (miles),Extent EW (miles),Notes,Parent,IsPageScraped?,URL
13204,Hoodoo Mountains,5,Mountain range with well-recognized name,47.11666667,-116.7833333,51,50,,North Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13204
13205,Columbia-Yakima Hills,5,Bogus mountain grouping for this site,46.05,-120.1,61,113,,North Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13205
13210,Northern Blue Mountains,5,Geographically-defined sub-range,46,-118.2,96,124,,Blue Mountains,Yes,http://peakbagger.com/range.aspx?rid=13210
13211,Southern Blue Mountains,5,Geographically-defined sub-range,45.15,-118.85,109,176,,Blue Mountains,Yes,http://peakbagger.com/range.aspx?rid=13211
13212,Southeast Blue Mountains,5,Geographically-defined sub-range,44.16666667,-117.65,57,77,,Blue Mountains,Yes,http://peakbagger.com/range.aspx?rid=13212
13220,North Wallowa Foothills,5,Geographically-defined sub-range,45.68333333,-117.2666667,55,50,,Wallowa Mountains,Yes,http://peakbagger.com/range.aspx?rid=13220
13221,West Wallowa Mountains,5,Geographically-defined sub-range,45.25,-117.5666667,68,38,,Wallowa Mountains,Yes,http://peakbagger.com/range.aspx?rid=13221
13222,East Wallowa Mountains,5,Geographically-defined sub-range,45.15,-117.0833333,56,29,,Wallowa Mountains,Yes,http://peakbagger.com/range.aspx?rid=13222
13223,Summit Ridge,5,Mountain range with well-recognized name,45.41666667,-116.6833333,55,21,,Wallowa Mountains,Yes,http://peakbagger.com/range.aspx?rid=13223
13230,Craig Mountains,5,Mountain range with well-recognized name,46.18333333,-116.5,45,51,,Western Idaho Ranges,Yes,http://peakbagger.com/range.aspx?rid=13230
13231,Seven Devils Mountains,5,Mountain range with well-recognized name,45.43333333,-116.5666667,84,29,,Western Idaho Ranges,Yes,http://peakbagger.com/range.aspx?rid=13231
13232,Cuddy Mountains,5,Mountain range with well-recognized name,44.76666667,-116.6833333,28,23,,Western Idaho Ranges,Yes,http://peakbagger.com/range.aspx?rid=13232
13233,Hitt Mountains,5,Mountain range with well-recognized name,44.53333333,-116.95,41,27,,Western Idaho Ranges,Yes,http://peakbagger.com/range.aspx?rid=13233
13234,West Mountains,5,Mountain range with well-recognized name,44.45,-116.5,76,46,,Western Idaho Ranges,Yes,http://peakbagger.com/range.aspx?rid=13234
13240,Ochoco Mountains,5,Mountain range with well-recognized name,44.91666667,-120.75,114,86,,South Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13240
13241,Aldrich Mountains,5,Mountain range with well-recognized name,44.31666667,-119.1833333,23,36,,South Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13241
13242,Strawberry Mountains,5,Mountain range with well-recognized name,44.1,-118.5166667,49,43,,South Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13242
13243,Maury Mountains,5,Mountain range with well-recognized name,44.13333333,-120.6833333,42,66,,South Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13243
13244,Paulina Mountains,5,Mountain range with well-recognized name,43.73333333,-121,46,56,,South Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13244
13245,Far South Columbia Plateau,5,Bogus mountain grouping for this site,43.76666667,-119.5333333,76,115,,South Columbia Plateau,Yes,http://peakbagger.com/range.aspx?rid=13245
13300,South-Central Oregon Ranges,5,Bogus mountain grouping for this site,42.7,-120.9666667,116,106,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13300
13301,Modoc-Lassen Plateau,5,Bogus mountain grouping for this site,41.2,-120.8833333,111,71,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13301
13302,Warner Mountains,5,Mountain range with well-recognized name,41.66666667,-120.2833333,164,54,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13302
13303,Sheldon-Hart Mountain Refuges Area,5,Bogus mountain grouping for this site,42.2,-119.45,154,71,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13303
13304,Black Rock Desert Area,5,Miscellaneous physical or political Feature,41.13333333,-119.0333333,119,92,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13304
13305,Steens Mountain Area,5,Bogus mountain grouping for this site,42.98333333,-118.0333333,154,111,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13305
13306,Trout Creek Area,5,Bogus mountain grouping for this site,42.08333333,-118.1666667,91,44,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13306
13307,Pyramid Lake Area,5,Bogus mountain grouping for this site,40.25,-119.8666667,57,60,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13307
13308,Northwest Humboldt River Area,5,Bogus mountain grouping for this site,40.66666667,-118.6,116,78,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13308
13309,Reno-Truckee Area,5,Bogus mountain grouping for this site,39.46666667,-119.3333333,76,79,,Northwest Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13309
13310,Owyhee Mountains,5,Mountain range with well-recognized name,42.91666667,-116.65,123,107,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13310
13311,Santa Rosa Mountains,5,Mountain range with well-recognized name,41.88333333,-117.4333333,134,57,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13311
13312,North Central Nevada,5,Bogus mountain grouping for this site,41.43333333,-116.8,120,91,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13312
13313,Independence Mountains,5,Mountain range with well-recognized name,41.23333333,-116.0333333,73,22,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13313
13314,Jarbidge Mountains,5,Mountain range with well-recognized name,42.16666667,-115.45,116,79,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13314
13315,Central Elko County Ranges,5,Bogus mountain grouping for this site,41.25,-115.2833333,74,81,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13315
13316,Northeast Nevada Ranges,5,Bogus mountain grouping for this site,41.78333333,-114.2833333,124,68,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13316
13317,Albion Range,5,Mountain range with well-recognized name,42.31666667,-113.5833333,49,36,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13317
13318,Northwest Salt Lake Ranges,5,Bogus mountain grouping for this site,41.91666667,-113.45,77,56,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13318
13319,Pilot Range,5,Mountain range with well-recognized name,41.06666667,-114.05,43,39,,North Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13319
13320,Southeast Humboldt River Ranges,5,Bogus mountain grouping for this site,40.15,-117.85,123,102,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13320
13321,Southeast Fallon Ranges,5,Bogus mountain grouping for this site,39.18333333,-118.55,44,31,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13321
13322,Frenchman-Eastgate-Gabbs Ranges,5,Bogus mountain grouping for this site,39.28333333,-117.8333333,97,55,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13322
13323,Shoshone Mountains and Range,5,Bogus mountain grouping for this site,39.61666667,-117.2666667,151,73,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13323
13324,North Eureka County Ranges,5,Bogus mountain grouping for this site,40.05,-116.3166667,98,72,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13324
13325,Toiyabe Range,5,Mountain range with well-recognized name,39.11666667,-117.1166667,117,50,"<br><p>The Toiyabe Range is second highest of the great north-south ranges of Central Nevada, but perhaps the most scenic.  Longer and much wider than most Great Basin ranges, it has a number of high summits and a large federally-protected wilderness area.  <p>As an illustration of how little use a range like the Toiyabe gets, on the author's ascent of Bunker Hill (11,474') in 1992, the range's second highest peak, he didn't see a soul the whole way, and the summit register had about five entries per year in it, most of them from personnel servicing the various antennas nearby. <table width=""95%"" align=""center""></table>",West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13325
13326,Toquima Range,5,Mountain range with well-recognized name,38.71666667,-117.0333333,105,45,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13326
13327,Monitor Range,5,Mountain range with well-recognized name,38.7,-116.7333333,115,44,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13327
13328,Hot Creek Range-Antelope Range,5,Bogus mountain grouping for this site,38.86666667,-116.2166667,99,39,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13328
13329,Pancake Range,5,Mountain range with well-recognized name,38.81666667,-115.9,90,36,,West Central Nevada Ranges,Yes,http://peakbagger.com/range.aspx?rid=13329
13330,Ruby-East Humboldt Mountains,5,Bogus mountain grouping for this site,40.28333333,-115.4333333,115,50,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13330
13331,Cherry Creek-Pequop-Antelope Ranges,5,Bogus mountain grouping for this site,40.31666667,-114.8333333,123,70,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13331
13332,Goshute Range,5,Mountain range with well-recognized name,40.4,-114.0666667,71,38,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13332
13333,Deep Creek Range,5,Mountain range with well-recognized name,40.13333333,-113.95,84,48,"<br><p>In a region filled with utterly unknown yet often beautiful ranges, the Deep Creek Mountains of far western Utah are perhaps the most totally obscure yet thoroughly enchanting range of the Great Basin.  Miles and miles from any major road and set in the middle of a brutal desert, many people in Utah have never even heard of the Deep Creeks.  Despite this, this range is actually higher than the famous and dominant <a href=""range.aspx?rid=1452"">Wasatch Range</a> (high point of Mount Nebo at 11,875') in Utah's Rockies.  This great height gives the Deep Creeks their namesake streams, pleasant forests, and wide-ranging views in all directions, all without the civilization and crowds found in other similar ranges.  <p>Probably the most striking thing about the Deep Creek Mountains is the bright white rock that crowns the summits of Ibapah and Haystack peaks, making the range look snow-capped when seen from a distance, such as from U.S. highway 93A in Nevada. <table width=""95%"" align=""center""></table>",East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13333
13334,White Pine Range,5,Mountain range with well-recognized name,39.08333333,-115.4166667,68,31,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13334
13335,Grant-Quinn Canyon Range,5,Bogus mountain grouping for this site,38.26666667,-115.6,78,52,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13335
13336,Egan Range,5,Mountain range with well-recognized name,38.98333333,-115.05,123,30,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13336
13337,Schell Creek Range,5,Mountain range with well-recognized name,39.1,-114.7166667,142,34,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13337
13338,Snake Range,5,Mountain range with well-recognized name,39.11666667,-114.2166667,70,35,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13338
13339,Wilson Creek-White Rock Ranges,5,Bogus mountain grouping for this site,38.25,-114.35,72,50,,East Central Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13339
13340,Promontory Ranges,5,Bogus mountain grouping for this site,41.76666667,-112.55,85,48,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13340
13341,Great Salt Lake Desert Ranges,5,Miscellaneous physical or political Feature,40.9,-113.0833333,102,114,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13341
13342,Stansbury Mountains,5,Mountain range with well-recognized name,40.56666667,-112.6,31,21,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13342
13343,Oquirrh Mountains,5,Mountain range with well-recognized name,40.55,-112.15,50,27,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13343
13344,Central Utah Desert Ranges,5,Bogus mountain grouping for this site,39.93333333,-112.7166667,62,98,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13344
13345,Western Utah Desert Ranges,5,Bogus mountain grouping for this site,38.91666667,-113.7333333,129,42,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13345
13346,House Range,5,Mountain range with well-recognized name,39.15,-113.2,70,34,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13346
13347,Eastern Utah Desert Ranges,5,Bogus mountain grouping for this site,38.96666667,-112.7166667,104,73,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13347
13348,Southern Utah Desert Ranges,5,Bogus mountain grouping for this site,37.6,-113.35,98,80,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13348
13349,Pine Valley Mountains,5,Mountain range with well-recognized name,37.31666667,-113.5166667,35,28,,East Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13349
13350,Pine Nut-Sweetwater Ranges,5,Bogus mountain grouping for this site,38.78333333,-119.3833333,72,47,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13350
13351,Wassuk Range,5,Mountain range with well-recognized name,38.71666667,-118.85,62,34,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13351
13352,Mono-Benton-Excelsior Area,5,Bogus mountain grouping for this site,37.98333333,-118.5833333,79,70,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13352
13353,Gabbs Valley-Pilot-Monte Cristo,5,Bogus mountain grouping for this site,38.48333333,-118.1166667,70,72,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13353
13354,White Mountains,5,Mountain range with well-recognized name,37.61666667,-118.2,54,31,"<br><p>The White Mountains are, without doubt, the most obscure and unknown of all the 14,000 foot ranges in the United States.  This elite group of ranges includes the well-known Colorado Rockies, the Sierra Nevada, and Mounts Rainier and Shasta in the Cascades.  And, also, the obscure White Mountains in the Great Basin.  Many people, even in California, think of New Hampshire's White Mountains when the name is mentioned, unaware of the giants hiding behind the Sierra in the desert north of Death Valley.</p><p>These are some of the driest mountains for their height in the world.  The towering wall of the Sierra Nevada just to the west blocks clouds and moisture, making the Whites the only 14,000 foot range in the U.S. in a rain shadow.  Although in winter snow does collect on the crest, and can last well into summer, in general the White Mountains are usually not that white.</p><p>These dry desert mountains support the sparsest of forests, but the White Mountains' one true claim to fame rests in the gnarled old Bristlecone Pines found at elevations of 9000 to 11000 feet.  These trees are considered to be the oldest living things in the world: 5000 annual growth rings were counted in one core sample from an unidentified tree in the groves on the southern slopes of the White Mountains.  Even though Bristlecone Pines grow in many other Great Basin ranges, in the Whites they reach their greatest age.</p><p>Topographically, the White Mountains are not that steep, but they present simply appalling vertical rises from the surrounding valleys.  Both on the east, from the parched alkalai flats of Nevada's Fish Lake Valley, and on the west, from California's Chalfant and Owens Valleys, it's a devastating 9000 feet from the the flatlands to the top of White Mountain Peak. (The Owens Valley, incidentally, is one of only two in the United States with ""14ers"" on either side: The Sierra on the west, and the Whites on the east.  The other is the Arkansas Valley in Colorado.)  Despite this enormous relief, the Whites are quite gentle mountains, with a dirt road running up to its crest to a research station at 12,470 feet near <a href=""peak.aspx?pid=3629"">Mount Barcroft</a>.  As a rough jeep trail, this road even continues all the way to the very top of White Mountain Peak.</p><p>The White Mountains begin in Nevada at Montgomery Pass on U.S. 6, and head south over low Mustang Mountain (10,320') before rising to <href=""peak.aspx?pid=3625"">Boundary Peak (13,143'), the highest point in all Nevada.  <a href=""peak.aspx?pid=3572"">Wheeler Peak</a> (13,063'), the dominant summit of the central Great Basin, on the other side of the state, probably deserves this honor, but loses out to Boundary by a mere 77 feet.  To add insult to injury, the White Mountain crest enters California immediatly south of Boundary Peak and then rises higher to <a href=""peak.aspx?pid=3626"">Mount Montgomery</a> (13,441'), a much more rugged and impressive summit, leaving Nevada with a high point that isn't even dominant in its immediate vicinity.</href=""peak.aspx?pid=3625""></p><p>Although the crest of the White Mountains heading south is often gently rounded, it is quite rugged class 3, even class 4 in a few spots from Boundary Peak, over Montgomery and down to the 12,000' pass between Montgomery and <a href=""peak.aspx?pid=21529"">the Jumpoff</a> (13,480').  From this pass up to the Jumpoff it's class 2 boulder-hopping.  The bounders end at about the summit of the Jumpoff, where the crest widens out and the substrate changes to gravel.  Next in line is the second highest peak in the range, <a href=""peak.aspx?pid=3627"">Mount Dubois</a> (13,559'), and then the crest descends to an expansive high area called Peeliser Flats, at about 12,500 feet. Heading south, there is an 11,000' saddle between Mt. Hogue and Headley Peak.  This saddle is watered by Cabin Creek, flowing east into Fish Lake Valley, and by Birch Creek flowing west toward the Owens Valley, making it a logical overnight stop or base camp for exploration along the crest.</p><p>South from this saddle, the crest continues gentle class 1 until a short but rugged arete between peak 13,980 and White Mountain Peak.  This stretch has a succession of towers with at least one class 4 pitch. Traversing scree slopes below the crest may offer a class 2-3 alternative. Just beyond this arete there is a switchback on the jeep road, and from that point on it's all class 1 to <a href=""peak.aspx?pid=3628"">White Mountain Peak</a> (14,246'), third highest mountain in all California and 19th in the 48 states.  A little hut marks this rounded summit, over 9000 vertical feet up from the valley floor less than 7 miles away to the west.  The views, especially of the nearby Sierra Nevada, are predictably awesome from this desolate, dry, and windy summit.</p><p>Also worth mentioning are a series of canyons leading up into cirques on the eastern (Fish Lake Valley) side.  Many of these canyons are entered by moderate jeep roads, and the upper cirques are mostly (class 2) hikeable to the crest.  From these ad-hoc trailheads, elevation gains to the crest are about half of those from the Owens Valley to the crest and not unremittingly steep.</p><p>The White Mountains south from White Mountain Peak are no longer much of a wilderness, since a road closely follows the crest south from the Peak all the way to the end of the range, at Westgard Pass on CA 168.  The first few miles of road are extrememly rough, though, and now closed to vehicles.  Near the gentle summit of <a href=""peak.aspx?pid=3629"">Mount Barcroft</a> (13,040'), the first summit south from White Mountain Peak, the road becomes passable as it passes the Barcorft High-Altitude Research Laboratory of the University of California.  Although still only open to vehicles on laboratory business, this is the highest road in California, at 12,470 feet.</p><table width=""95%"" align=""center"">                  </table>",West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13354
13355,Esmeralda County Ranges,5,Bogus mountain grouping for this site,37.61666667,-117.55,90,56,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13355
13356,Inyo Mountains,5,Mountain range with well-recognized name,36.88333333,-117.85,75,48,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13356
13357,Coso-Argus Ranges,5,Bogus mountain grouping for this site,36.05,-117.6333333,48,44,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13357
13358,Panamint Range,5,Mountain range with well-recognized name,36.43333333,-117.25,97,65,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13358
13359,Amaragosa Range,5,Mountain range with well-recognized name,36.46666667,-116.7833333,113,66,,West Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13359
13360,West Nellis Ranges,5,Bogus mountain grouping for this site,37.13333333,-116.7,120,77,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13360
13361,Kawich-Belted-Reveille Ranges,5,Bogus mountain grouping for this site,37.63333333,-116.3,80,42,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13361
13362,East Nellis Ranges,5,Bogus mountain grouping for this site,37.06666667,-115.65,90,48,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13362
13363,Northwest Lincoln County Ranges,5,Bogus mountain grouping for this site,37.7,-115.3,84,61,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13363
13364,Sheep Range,5,Mountain range with well-recognized name,36.76666667,-115.1833333,56,26,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13364
13365,Eastern Lincoln County Ranges,5,Bogus mountain grouping for this site,36.95,-114.35,129,83,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13365
13367,Southeast Death Valley Ranges,5,Bogus mountain grouping for this site,36.16666667,-116.15,54,27,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13367
13368,Spring Mountains,5,Mountain range with well-recognized name,36.11666667,-115.6333333,67,51,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13368
13369,Las Vegas Ranges,5,Bogus mountain grouping for this site,36.46666667,-114.8333333,52,56,,South Great Basin Ranges,Yes,http://peakbagger.com/range.aspx?rid=13369
13370,Northwest Mojave Ranges,5,Bogus mountain grouping for this site,35.3,-117.3166667,95,143,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13370
13371,Kingston Range,5,Mountain range with well-recognized name,35.78333333,-115.9833333,24,36,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13371
13372,Clark Range-Ivanpah Mountains,5,Bogus mountain grouping for this site,35.36666667,-115.7833333,56,49,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13372
13373,McCullough Range,5,Mountain range with well-recognized name,35.76666667,-115.1166667,52,31,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13373
13374,New York Mountains,5,Mountain range with well-recognized name,35.11666667,-115.2,55,48,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13374
13375,Eldorado-Newberry Mountains,5,Bogus mountain grouping for this site,35.5,-114.7666667,85,22,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13375
13376,Southern Mojave Ranges,5,Bogus mountain grouping for this site,34.38333333,-116.2666667,91,124,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13376
13377,Central Mojave Ranges,5,Bogus mountain grouping for this site,34.75,-115.75,50,55,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13377
13378,Southeast Mojave Ranges,5,Bogus mountain grouping for this site,34.16666667,-114.8166667,107,80,,Mojave Desert Ranges,Yes,http://peakbagger.com/range.aspx?rid=13378
13400,Western Roan Cliffs,5,Geographically-defined sub-range,39.7,-110.5166667,73,97,,Roan Cliffs,Yes,http://peakbagger.com/range.aspx?rid=13400
13401,Central Roan Cliffs,5,Geographically-defined sub-range,39.46666667,-109.4333333,87,76,,Roan Cliffs,Yes,http://peakbagger.com/range.aspx?rid=13401
13402,Eastern Roan Cliffs,5,Geographically-defined sub-range,39.61666667,-108.5833333,80,40,,Roan Cliffs,Yes,http://peakbagger.com/range.aspx?rid=13402
13403,Roan Plateau,5,Highland or plateau,39.56666667,-108.1,38,36,,Roan Cliffs,Yes,http://peakbagger.com/range.aspx?rid=13403
13410,Wasatch Plateau,5,Highland or plateau,39.38333333,-111.35,86,57,,Central Utah Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13410
13411,Pavant Range,5,Mountain range with well-recognized name,38.98333333,-112.2333333,59,41,,Central Utah Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13411
13412,Tushar Mountains,5,Mountain range with well-recognized name,38.3,-112.4333333,44,27,,Central Utah Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13412
13413,Markagunt Plateau-Zion,5,Bogus mountain grouping for this site,37.61666667,-112.8666667,63,54,,Central Utah Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13413
13414,Sevier Plateau,5,Highland or plateau,38.06666667,-112.2166667,119,43,,Central Utah Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13414
13415,Fish Lake Plateau,5,Highland or plateau,38.61666667,-111.45,48,54,,Central Utah Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13415
13416,Aquarius Plateau,5,Highland or plateau,37.83333333,-111.6666667,80,68,,Central Utah Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13416
13420,San Rafael Swell,5,Miscellaneous physical or political Feature,38.96666667,-110.65,86,60,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13420
13421,Central Canyonlands,5,Bogus mountain grouping for this site,38.4,-109.9666667,75,76,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13421
13422,La Sal Mountains,5,Mountain range with well-recognized name,38.45,-109.2,52,43,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13422
13423,Uncompahgre Plateau,5,Highland or plateau,38.6,-108.5166667,81,83,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13423
13424,Henry Mountains,5,Mountain range with well-recognized name,37.91666667,-110.7333333,65,42,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13424
13425,Escalante-Staircase,5,Bogus mountain grouping for this site,37.43333333,-111.4333333,79,80,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13425
13426,Elk Ridge,5,Mountain range with well-recognized name,37.71666667,-110.2166667,79,75,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13426
13427,Abajo Mountains,5,Mountain range with well-recognized name,37.85,-109.25,88,58,,Canyonlands,Yes,http://peakbagger.com/range.aspx?rid=13427
13430,Kanab Plateau,5,Highland or plateau,37.01666667,-112.7833333,40,78,,Grand Canyon Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13430
13431,Shivwits Plateau,5,Highland or plateau,36.43333333,-113.6,93,45,,Grand Canyon Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13431
13432,Unikaret Plateau,5,Highland or plateau,36.56666667,-112.9833333,58,42,,Grand Canyon Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13432
13433,Kaibab Plateau,5,Highland or plateau,36.58333333,-112.2,75,50,,Grand Canyon Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13433
13434,Paria Plateau,5,Highland or plateau,36.81666667,-111.8333333,29,27,,Grand Canyon Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13434
13435,Coconino Plateau,5,Highland or plateau,35.83333333,-112.4333333,78,113,,Grand Canyon Plateaus,Yes,http://peakbagger.com/range.aspx?rid=13435
13440,Navajo Mountain Area,5,Area dominanted by a single large peak,37.03333333,-110.9666667,32,48,,Navajo Area,Yes,http://peakbagger.com/range.aspx?rid=13440
13441,Hopi-Navajo Mesas,5,Bogus mountain grouping for this site,36.11666667,-110.6666667,166,136,,Navajo Area,Yes,http://peakbagger.com/range.aspx?rid=13441
13442,Carizzo Mountains,5,Mountain range with well-recognized name,36.96666667,-109.3166667,44,46,,Navajo Area,Yes,http://peakbagger.com/range.aspx?rid=13442
13443,Chuska Mountains,5,Mountain range with well-recognized name,36.11666667,-109.1166667,117,68,,Navajo Area,Yes,http://peakbagger.com/range.aspx?rid=13443
13444,Defiance Plateau,5,Highland or plateau,35.66666667,-109.3,68,30,,Navajo Area,Yes,http://peakbagger.com/range.aspx?rid=13444
13450,Flagstaff Area,5,Bogus mountain grouping for this site,35.2,-111.7,95,122,,Central Arizona Highlands,Yes,http://peakbagger.com/range.aspx?rid=13450
13451,Mogollon Rim,5,Miscellaneous physical or political Feature,34.33333333,-110.9166667,94,102,,Central Arizona Highlands,Yes,http://peakbagger.com/range.aspx?rid=13451
13452,White Mountains,5,Mountain range with well-recognized name,33.83333333,-109.6,125,83,,Central Arizona Highlands,Yes,http://peakbagger.com/range.aspx?rid=13452
13453,Natanes Mountains,5,Mountain range with well-recognized name,33.33333333,-109.7333333,66,72,,Central Arizona Highlands,Yes,http://peakbagger.com/range.aspx?rid=13453
13454,Gila Mountains,5,Mountain range with well-recognized name,33.13333333,-109.9666667,45,55,,Central Arizona Highlands,Yes,http://peakbagger.com/range.aspx?rid=13454
13455,San Francisco Mountains,5,Mountain range with well-recognized name,33.53333333,-108.9833333,46,26,,Central Arizona Highlands,Yes,http://peakbagger.com/range.aspx?rid=13455
13460,Ute Mountain Area,5,Area dominanted by a single large peak,37.16666667,-108.7166667,66,97,,Southeast Colorado Plateau,Yes,http://peakbagger.com/range.aspx?rid=13460
